"FID","OBJECTID","bcsrgrp","bcsrcat","lganame","locsurb","locprmc1","locpcode","bcsrgclat","bcsrgclng","bcsrgccde","incyear","incmonth","incday","incsttm","eventyr","eventmth","poisex","poi_age","uniqueID","Time","DayNight","WeekDayEnd"
11747,10724,"Theft","Steal from motor vehicle","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.907048,151.188992,"Street",2013,"October","Thursday","12:00",2013,"October"," ",0.0,53307200,1200,"Day","Weekday"
11749,10726,"Theft","Steal from motor vehicle","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.8932,151.182415,"Street",2013,"October","Thursday","17:30",2013,"October"," ",0.0,53237609,1730,"Day","Weekday"
11754,10732,"Theft","Steal from motor vehicle","Sydney","EVELEIGH","OUTDOOR/PUBLIC PLACE",2015,-33.898252,151.188984,"Street",2013,"October","Saturday","17:30",2013,"October"," ",0.0,52749446,1730,"Day","Weekend"
11766,10750,"Theft","Steal from motor vehicle","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.89818,151.19135,"Intersect",2013,"October","Monday","11:30",2013,"October"," ",0.0,52513250,1130,"Day","Weekday"
11770,10758,"Theft","Steal from motor vehicle","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.8913,151.188,"Street",2013,"October","Tuesday","15:30",2013,"October"," ",0.0,52574972,1530,"Day","Weekday"
11782,10778,"Theft","Steal from motor vehicle","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.886027,151.179326,"Address",2013,"October","Thursday","14:30",2013,"October"," ",0.0,53079804,1430,"Day","Weekday"
11794,10799,"Theft","Steal from motor vehicle","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.9086,151.19141,"Intersect",2013,"October","Monday","17:00",2013,"October"," ",0.0,52580350,1700,"Day","Weekday"
11838,10861,"Theft","Steal from motor vehicle","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.88866,151.18311,"Postcode",2013,"November","Monday","8:00",2013,"November"," ",0.0,52166310,800,"Day","Weekday"
11847,10871,"Theft","Steal from motor vehicle","Sydney","EVELEIGH","OUTDOOR/PUBLIC PLACE",2015,-33.897169,151.191145,"Street",2013,"November","Wednesday","7:15",2013,"November"," ",0.0,55462223,715,"Day","Weekday"
11861,10886,"Theft","Steal from motor vehicle","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.90652,151.19185,"Postcode",2013,"November","Friday","10:00",2013,"November"," ",0.0,63425226,1000,"Day","Weekday"
11889,10931,"Theft","Steal from motor vehicle","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.9022,151.18524,"Intersect",2013,"November","Saturday","10:00",2013,"November"," ",0.0,54608422,1000,"Day","Weekend"
11914,10965,"Theft","Steal from motor vehicle","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89459,151.182075,"Street",2013,"November","Friday","15:30",2013,"November"," ",0.0,50912032,1530,"Day","Weekday"
11946,11014,"Theft","Steal from motor vehicle","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.901942,151.18398,"Street",2013,"November","Saturday","14:00",2013,"November"," ",0.0,53208069,1400,"Day","Weekend"
