"FID","OBJECTID","bcsrgrp","bcsrcat","lganame","locsurb","locprmc1","locpcode","bcsrgclat","bcsrgclng","bcsrgccde","incyear","incmonth","incday","incsttm","eventyr","eventmth","poisex","poi_age","uniqueID","Time","DayNight","WeekDayEnd"
11970,11053,"Theft","Steal from motor vehicle","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.90652,151.19185,"Postcode",2013,"December","Thursday","9:45",2013,"December"," ",0.0,54457451,945,"Day","Weekday"
11972,11057,"Theft","Steal from motor vehicle","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.897715,151.192955,"Street",2013,"December","Friday","15:00",2013,"December"," ",0.0,50905730,1500,"Day","Weekday"
11996,11100,"Theft","Steal from motor vehicle","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.90007,151.18483,"Street",2013,"December","Wednesday","3:30",2013,"December"," ",0.0,52303145,330,"Night","Weekday"
12008,11116,"Theft","Steal from motor vehicle","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.90652,151.19185,"Postcode",2013,"December","Friday","14:55",2013,"December"," ",0.0,54541551,1455,"Day","Weekday"
12026,11146,"Theft","Steal from motor vehicle","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.902093,151.192647,"Street",2013,"December","Wednesday","9:00",2013,"December"," ",0.0,52198565,900,"Day","Weekday"
12030,11151,"Theft","Steal from motor vehicle","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.898885,151.18093,"Street",2013,"December","Thursday","16:00",2013,"December"," ",0.0,53743266,1600,"Day","Weekday"
12031,11152,"Theft","Steal from motor vehicle","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.905719,151.181827,"Address",2013,"December","Friday","17:00",2014,"January"," ",0.0,54779143,1700,"Day","Weekday"
12035,11159,"Theft","Steal from motor vehicle","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.889745,151.178635,"Street",2013,"December","Friday","21:00",2013,"December"," ",0.0,53774193,2100,"Night","Weekday"
12045,11180,"Theft","Steal from motor vehicle","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.900722,151.187347,"Address",2013,"December","Tuesday","14:00",2013,"December"," ",0.0,53507841,1400,"Day","Weekday"
12059,11197,"Theft","Steal from motor vehicle","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.897671,151.185425,"Address",2013,"December","Friday","13:45",2013,"December"," ",0.0,53358214,1345,"Day","Weekday"
12080,11234,"Theft","Steal from motor vehicle","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.901382,151.188534,"Street",2014,"January","Friday","20:00",2014,"January"," ",0.0,54550074,2000,"Night","Weekday"
12120,11308,"Theft","Steal from motor vehicle","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.90652,151.19185,"Postcode",2014,"January","Monday","3:15",2014,"January","M",34.2498288843,51367932,315,"Night","Weekday"
12129,11323,"Theft","Steal from motor vehicle","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.90247,151.181388,"Address",2014,"January","Friday","17:00",2014,"January"," ",0.0,53215970,1700,"Day","Weekday"
12130,11327,"Theft","Steal from motor vehicle","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.895688,151.185756,"Address",2014,"January","Saturday","13:00",2014,"January"," ",0.0,52681405,1300,"Day","Weekend"
12152,11368,"Theft","Steal from motor vehicle","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.903065,151.191125,"Street",2014,"January","Friday","15:00",2014,"January"," ",0.0,55934318,1500,"Day","Weekday"
12193,11433,"Theft","Steal from motor vehicle","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.902958,151.181336,"Address",2014,"February","Tuesday","23:00",2014,"February"," ",0.0,54056761,2300,"Night","Weekday"
12221,11478,"Theft","Steal from motor vehicle","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.904792,151.189628,"Street",2014,"February","Tuesday","19:00",2014,"February"," ",0.0,53071287,1900,"Night","Weekday"
12222,11479,"Theft","Steal from motor vehicle","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.903987,151.192801,"Address",2014,"February","Tuesday","15:00",2014,"February"," ",0.0,54390864,1500,"Day","Weekday"
12223,11480,"Theft","Steal from motor vehicle","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.90451,151.18038,"Intersect",2014,"February","Tuesday","17:00",2014,"February"," ",0.0,55884819,1700,"Day","Weekday"
12231,11488,"Theft","Steal from motor vehicle","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.900407,151.187918,"Address",2014,"February","Friday","15:30",2014,"February"," ",0.0,51926031,1530,"Day","Weekday"
12232,11490,"Theft","Steal from motor vehicle","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.90223,151.18619,"Postcode",2014,"February","Friday","11:15",2014,"February"," ",0.0,54242498,1115,"Day","Weekday"
12249,11515,"Theft","Steal from motor vehicle","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.8956401,151.1840557,"Street",2014,"February","Wednesday","15:00",2014,"February"," ",0.0,53839968,1500,"Day","Weekday"
12254,11521,"Theft","Steal from motor vehicle","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.892595,151.18702,"Street",2014,"February","Friday","17:00",2014,"March"," ",0.0,54429012,1700,"Day","Weekday"
12278,11559,"Theft","Steal from motor vehicle","Sydney","EVELEIGH","OUTDOOR/PUBLIC PLACE",2015,-33.897729,151.191245,"Street",2014,"March","Saturday","2:00",2014,"March"," ",0.0,54388498,200,"Night","Weekend"
12288,11573,"Theft","Steal from motor vehicle","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.905265,151.19029,"Street",2014,"March","Monday","13:30",2014,"March"," ",0.0,52890965,1330,"Day","Weekday"
12301,11600,"Theft","Steal from motor vehicle","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.906239,151.191648,"Address",2014,"March","Friday","17:00",2014,"March"," ",0.0,54121369,1700,"Day","Weekday"
12326,11640,"Theft","Steal from motor vehicle","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.90652,151.19185,"Postcode",2014,"March","Friday","10:00",2014,"March"," ",0.0,53441855,1000,"Day","Weekday"
12332,11646,"Theft","Steal from motor vehicle","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.897706,151.184519,"Address",2014,"March","Saturday","20:50",2014,"March"," ",0.0,54299256,2050,"Night","Weekend"
12335,11649,"Theft","Steal from motor vehicle","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.904355,151.183489,"Street",2014,"March","Saturday","14:30",2014,"March"," ",0.0,54406997,1430,"Day","Weekend"
12342,11661,"Theft","Steal from motor vehicle","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.90759,151.18714,"Intersect",2014,"March","Monday","22:00",2014,"March"," ",0.0,54199983,2200,"Night","Weekday"
12351,11672,"Theft","Steal from motor vehicle","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.889335,151.181395,"Street",2014,"March","Tuesday","11:25",2014,"March","M",51.0088980151,53925750,1125,"Day","Weekday"
12361,11684,"Theft","Steal from motor vehicle","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.89855,151.19277,"Street",2014,"March","Thursday","20:00",2014,"March"," ",0.0,54117192,2000,"Night","Weekday"
12367,11692,"Theft","Steal from motor vehicle","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.90018,151.17859,"Intersect",2014,"March","Saturday","16:00",2014,"March"," ",0.0,52031532,1600,"Day","Weekend"
12376,11701,"Theft","Steal from motor vehicle","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.90387,151.182846,"Street",2014,"March","Sunday","19:00",2014,"March"," ",0.0,54702154,1900,"Night","Weekend"
12399,11761,"Malicious Damage","Graffiti","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.902885,151.191519,"Address",2014,"April","Friday","19:15",2014,"April"," ",0.0,55036109,1915,"Night","Weekday"
12402,11773,"Malicious Damage","Graffiti","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.90413,151.18019,"Intersect",2014,"April","Thursday","19:30",2014,"April"," ",0.0,54491814,1930,"Night","Weekday"
12419,11894,"Malicious Damage","Graffiti","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.90289,151.17943,"Intersect",2014,"July","Saturday","3:25",2014,"July","F",36.3524982888,54927489,325,"Night","Weekend"
12447,12017,"Malicious Damage","Graffiti","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.89145,151.1827,"Intersect",2014,"November","Sunday","13:30",2014,"November"," ",0.0,55941611,1330,"Day","Weekend"
12453,12039,"Malicious Damage","Graffiti","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.896018,151.180987,"Address",2014,"December","Saturday","2:25",2014,"December","M",26.1752224504,57110764,225,"Night","Weekend"
12463,12100,"Malicious Damage","Graffiti","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.898765,151.181175,"Street",2015,"February","Wednesday","15:15",2015,"February","M",17.2197125257,66500728,1515,"Day","Weekday"
12468,12144,"Theft","Motor vehicle theft","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.90652,151.19185,"Postcode",2013,"November","Friday","4:00",2014,"June"," ",0.0,54873252,400,"Night","Weekday"
12472,12148,"Theft","Motor vehicle theft","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89542,151.18497,"Street",2014,"March","Friday","15:00",2014,"May"," ",0.0,53780305,1500,"Day","Weekday"
12481,12163,"Theft","Motor vehicle theft","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.904787,151.189633,"Street",2014,"April","Thursday","21:30",2014,"May"," ",0.0,54516639,2130,"Night","Weekday"
12487,12174,"Theft","Motor vehicle theft","Sydney","EVELEIGH","OUTDOOR/PUBLIC PLACE",2015,-33.896938,151.19235,"Address",2014,"April","Saturday","18:30",2014,"April","M",16.780971937,54703741,1830,"Night","Weekend"
12488,12175,"Theft","Motor vehicle theft","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89371,151.183875,"Street",2014,"April","Sunday","12:30",2014,"April"," ",0.0,55126978,1230,"Day","Weekend"
12514,12210,"Theft","Motor vehicle theft","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.8955,151.18491,"Street",2014,"June","Sunday","23:00",2014,"June"," ",0.0,55264642,2300,"Night","Weekend"
12517,12217,"Theft","Motor vehicle theft","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.8961682,151.1805867,"Street",2014,"June","Saturday","19:00",2014,"June"," ",0.0,54951103,1900,"Night","Weekend"
12527,12236,"Theft","Motor vehicle theft","Sydney","EVELEIGH","OUTDOOR/PUBLIC PLACE",2015,-33.8999424,151.1858521,"Street",2014,"July","Thursday","16:00",2014,"July"," ",0.0,54425879,1600,"Day","Weekday"
12535,12247,"Theft","Motor vehicle theft","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.904402,151.18286,"Address",2014,"July","Monday","16:30",2014,"July"," ",0.0,53324531,1630,"Day","Weekday"
12540,12254,"Theft","Motor vehicle theft","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.899059,151.180861,"Street",2014,"July","Saturday","21:30",2014,"July","M",43.0328542094,64517728,2130,"Night","Weekend"
12561,12290,"Theft","Motor vehicle theft","Sydney","EVELEIGH","OUTDOOR/PUBLIC PLACE",2015,-33.89407,151.18932,"Street",2014,"August","Saturday","5:45",2014,"August"," ",0.0,106630837,545,"Night","Weekend"
12564,12294,"Theft","Motor vehicle theft","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.907971,151.19005,"Street",2014,"August","Tuesday","10:30",2014,"August"," ",0.0,55371358,1030,"Day","Weekday"
12572,12305,"Theft","Motor vehicle theft","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89606,151.18627,"Street",2014,"September","Thursday","19:30",2014,"September"," ",0.0,55423262,1930,"Night","Weekday"
12574,12309,"Theft","Motor vehicle theft","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.90308,151.19117,"Intersect",2014,"September","Monday","9:00",2014,"November"," ",0.0,56087789,900,"Day","Weekday"
12578,12314,"Theft","Motor vehicle theft","Sydney","DARLINGTON","OUTDOOR/PUBLIC PLACE",2008,-33.892415,151.19185,"Street",2014,"September","Thursday","20:00",2014,"September"," ",0.0,56456386,2000,"Night","Weekday"
12580,12317,"Theft","Motor vehicle theft","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89221,151.18748,"Intersect",2014,"September","Sunday","16:30",2014,"September"," ",0.0,58586621,1630,"Day","Weekend"
12582,12320,"Theft","Motor vehicle theft","Sydney","DARLINGTON","OUTDOOR/PUBLIC PLACE",2008,-33.892915,151.1906,"Address",2014,"September","Wednesday","14:00",2014,"September"," ",0.0,56020641,1400,"Day","Weekday"
12584,12323,"Theft","Motor vehicle theft","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89406,151.181147,"Street",2014,"September","Sunday","17:30",2014,"September","M",47.1800136893,55802268,1730,"Day","Weekend"
12588,12329,"Theft","Motor vehicle theft","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.895475,151.184855,"Street",2014,"September","Thursday","9:55",2014,"September"," ",0.0,55601162,955,"Day","Weekday"
12594,12336,"Theft","Motor vehicle theft","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.90223,151.18619,"Suburb",2014,"October","Wednesday","16:30",2014,"October"," ",0.0,57154490,1630,"Day","Weekday"
12599,12342,"Theft","Motor vehicle theft","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89512,151.18242,"Intersect",2014,"October","Sunday","13:00",2014,"October"," ",0.0,55733050,1300,"Day","Weekend"
12607,12352,"Theft","Motor vehicle theft","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.89145,151.1827,"Intersect",2014,"October","Thursday","12:30",2014,"October"," ",0.0,56204475,1230,"Day","Weekday"
12644,12407,"Theft","Motor vehicle theft","Sydney","DARLINGTON","OUTDOOR/PUBLIC PLACE",2008,-33.8928012,151.1919507,"Intersect",2014,"December","Thursday","12:45",2014,"December"," ",0.0,56936566,1245,"Day","Weekday"
12662,12428,"Theft","Motor vehicle theft","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.89121,151.182345,"Street",2014,"December","Monday","19:30",2014,"December"," ",0.0,59965029,1930,"Night","Weekday"
12668,12437,"Theft","Motor vehicle theft","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.898453,151.193772,"Address",2014,"December","Saturday","11:00",2014,"December"," ",0.0,57252554,1100,"Day","Weekend"
12673,12442,"Theft","Motor vehicle theft","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89542,151.18497,"Street",2014,"December","Wednesday","18:55",2014,"December"," ",0.0,57994143,1855,"Night","Weekday"
12681,12458,"Theft","Motor vehicle theft","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.89951,151.18361,"Intersect",2015,"January","Sunday","19:00",2015,"January","M",22.2772073922,56911968,1900,"Night","Weekend"
12683,12460,"Theft","Motor vehicle theft","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.905195,151.190355,"Street",2015,"January","Friday","17:00",2015,"January"," ",0.0,57194673,1700,"Day","Weekday"
12692,12470,"Theft","Motor vehicle theft","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.899415,151.1824,"Street",2015,"February","Tuesday","18:30",2015,"February","M",39.8480492813,57693864,1830,"Night","Weekday"
12713,12503,"Theft","Motor vehicle theft","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.90822,151.19185,"Suburb",2015,"March","Tuesday","19:30",2015,"March"," ",0.0,57809704,1930,"Night","Weekday"
12765,12580,"Drug Offences","Possession and/or use of amphetamines","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.88538,151.17794,"Street",2014,"April","Saturday","20:30",2014,"April","M",42.440109514,54499885,2030,"Night","Weekend"
12766,12581,"Drug Offences","Possession and/or use of amphetamines","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.88538,151.17794,"Street",2014,"April","Saturday","20:30",2014,"April"," ",0.0,54814584,2030,"Night","Weekend"
12812,12668,"Drug Offences","Possession and/or use of amphetamines","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.90711,151.182144,"Street",2014,"May","Tuesday","23:00",2014,"May","M",62.106091718,55150563,2300,"Night","Weekday"
12898,12797,"Drug Offences","Possession and/or use of amphetamines","Sydney","EVELEIGH","OUTDOOR/PUBLIC PLACE",2015,-33.89795,151.19029,"Intersect",2014,"June","Saturday","2:40",2014,"June","M",41.5906913073,55292141,240,"Night","Weekend"
12914,12815,"Drug Offences","Possession and/or use of amphetamines","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.898635,151.18193,"Street",2014,"July","Friday","22:00",2014,"July","M",25.3709787817,55271481,2200,"Night","Weekday"
12921,12823,"Drug Offences","Possession and/or use of amphetamines","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.90007,151.18483,"Street",2014,"July","Saturday","23:40",2014,"July"," ",0.0,55247383,2340,"Night","Weekend"
12922,12824,"Drug Offences","Possession and/or use of amphetamines","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.90007,151.18483,"Street",2014,"July","Saturday","23:30",2014,"July","M",33.3572895277,55347508,2330,"Night","Weekend"
12924,12827,"Drug Offences","Possession and/or use of amphetamines","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.885681,151.181811,"Street",2014,"July","Tuesday","1:30",2014,"July","M",31.3613963039,55334875,130,"Night","Weekday"
12925,12828,"Drug Offences","Possession and/or use of amphetamines","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.885681,151.181811,"Street",2014,"July","Tuesday","1:30",2014,"July"," ",0.0,55591766,130,"Night","Weekday"
13033,12993,"Drug Offences","Possession and/or use of amphetamines","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89542,151.18497,"Street",2014,"August","Friday","4:40",2014,"August"," ",0.0,55668948,440,"Night","Weekday"
13034,12994,"Drug Offences","Possession and/or use of amphetamines","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89542,151.18497,"Street",2014,"August","Friday","4:40",2014,"August","F",43.3189596167,58863829,440,"Night","Weekday"
13227,13260,"Drug Offences","Possession and/or use of amphetamines","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.885681,151.181811,"Street",2014,"November","Saturday","2:30",2014,"November","F",30.1362080767,58043515,230,"Night","Weekend"
13453,13570,"Drug Offences","Possession and/or use of amphetamines","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.886476,151.178234,"Street",2015,"February","Friday","1:45",2015,"February"," ",0.0,57000692,145,"Night","Weekday"
13454,13571,"Drug Offences","Possession and/or use of amphetamines","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.886476,151.178234,"Street",2015,"February","Friday","1:45",2015,"February","M",44.9185489391,57347277,145,"Night","Weekday"
13513,13656,"Drug Offences","Possession and/or use of amphetamines","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.896025,151.18285,"Street",2015,"March","Sunday","23:14",2015,"March"," ",0.0,57987938,2314,"Night","Weekend"
13530,13677,"Drug Offences","Possession and/or use of amphetamines","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.88555,151.17704,"Street",2015,"March","Friday","16:10",2015,"March"," ",0.0,57258680,1610,"Day","Weekday"
13531,13678,"Drug Offences","Possession and/or use of amphetamines","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.889963,151.189656,"Street",2015,"March","Sunday","0:30",2015,"March","M",56.4216290212,55624931,30,"Night","Weekend"
13647,13880,"Drug Offences","Possession and/or use of cocaine","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.886476,151.178234,"Street",2014,"August","Saturday","0:05",2014,"August"," ",0.0,55807142,5,"Night","Weekend"
13729,14049,"Drug Offences","Possession and/or use of cocaine","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.90711,151.182144,"Street",2014,"December","Monday","15:40",2014,"December","M",57.2470910335,57056704,1540,"Day","Weekday"
14447,15326,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.897269,151.179237,"Address",2014,"April","Thursday","18:25",2014,"April","M",30.7932922656,53861507,1825,"Night","Weekday"
14448,15327,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.897269,151.179237,"Address",2014,"April","Thursday","18:25",2014,"April"," ",0.0,103369036,1825,"Night","Weekday"
14454,15335,"Drug Offences","Possession and/or use of cannabis","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.88608356,151.1929893,"Landmark",2014,"April","Friday","22:45",2014,"April","M",26.1170431211,54491885,2245,"Night","Weekday"
14455,15336,"Drug Offences","Possession and/or use of cannabis","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.88608356,151.1929893,"Landmark",2014,"April","Friday","22:45",2014,"April"," ",0.0,55046378,2245,"Night","Weekday"
14487,15436,"Drug Offences","Possession and/or use of cannabis","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.886478,151.179216,"Street",2014,"April","Tuesday","21:30",2014,"April","M",51.6283367556,55108809,2130,"Night","Weekday"
14488,15437,"Drug Offences","Possession and/or use of cannabis","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.886478,151.179216,"Street",2014,"April","Tuesday","21:30",2014,"April"," ",0.0,55120113,2130,"Night","Weekday"
14572,15581,"Drug Offences","Possession and/or use of cannabis","Sydney","DARLINGTON","OUTDOOR/PUBLIC PLACE",2008,-33.89188,151.18854,"Intersect",2014,"May","Sunday","11:58",2014,"May","M",39.4804928131,54441362,1158,"Day","Weekend"
14573,15582,"Drug Offences","Possession and/or use of cannabis","Sydney","DARLINGTON","OUTDOOR/PUBLIC PLACE",2008,-33.89188,151.18854,"Intersect",2014,"May","Sunday","11:58",2014,"May"," ",0.0,54903341,1158,"Day","Weekend"
14598,15634,"Drug Offences","Possession and/or use of cannabis","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.88866,151.17799,"Postcode",2014,"May","Saturday","15:33",2014,"May"," ",0.0,54770149,1533,"Day","Weekend"
14599,15635,"Drug Offences","Possession and/or use of cannabis","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.88866,151.17799,"Postcode",2014,"May","Saturday","15:33",2014,"May","F",52.7289527721,55276454,1533,"Day","Weekend"
14600,15636,"Drug Offences","Possession and/or use of cannabis","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.899949,151.185354,"Street",2014,"May","Saturday","11:30",2014,"May"," ",0.0,54498462,1130,"Day","Weekend"
14601,15637,"Drug Offences","Possession and/or use of cannabis","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.899949,151.185354,"Street",2014,"May","Saturday","11:30",2014,"May","F",48.0390143737,54828046,1130,"Day","Weekend"
14652,15719,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.894014,151.181317,"Street",2014,"June","Saturday","7:40",2014,"June","F",32.8815879535,55193740,740,"Day","Weekend"
14653,15720,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.894014,151.181317,"Street",2014,"June","Saturday","7:40",2014,"June"," ",0.0,55457709,740,"Day","Weekend"
14678,15752,"Drug Offences","Possession and/or use of cannabis","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.90223,151.18619,"Postcode",2014,"June","Sunday","1:00",2014,"June"," ",0.0,54826352,100,"Night","Weekend"
14680,15754,"Drug Offences","Possession and/or use of cannabis","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.90451,151.18038,"Intersect",2014,"June","Tuesday","0:25",2014,"June","M",23.5455167693,54849550,25,"Night","Weekday"
14681,15755,"Drug Offences","Possession and/or use of cannabis","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.90451,151.18038,"Intersect",2014,"June","Tuesday","0:25",2014,"June"," ",0.0,54917396,25,"Night","Weekday"
14749,15897,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89524,151.18169,"Intersect",2014,"June","Wednesday","10:30",2014,"June"," ",0.0,54195805,1030,"Day","Weekday"
14750,15898,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89524,151.18169,"Intersect",2014,"June","Wednesday","10:30",2014,"June","M",53.6892539357,54670211,1030,"Day","Weekday"
14771,15945,"Drug Offences","Possession and/or use of cannabis","Sydney","CHIPPENDALE","OUTDOOR/PUBLIC PLACE",2008,-33.887823,151.193368,"Street",2014,"July","Thursday","19:20",2014,"July","M",23.9062286105,55236269,1920,"Night","Weekday"
14772,15946,"Drug Offences","Possession and/or use of cannabis","Sydney","CHIPPENDALE","OUTDOOR/PUBLIC PLACE",2008,-33.887823,151.193368,"Street",2014,"July","Thursday","19:20",2014,"July"," ",0.0,55406702,1920,"Night","Weekday"
14778,15952,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89348,151.18352,"Intersect",2014,"July","Thursday","3:20",2014,"July"," ",0.0,55588793,320,"Night","Weekday"
14784,15960,"Drug Offences","Possession and/or use of cannabis","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.889065,151.18193,"Street",2014,"July","Friday","10:00",2014,"July"," ",0.0,55103068,1000,"Day","Weekday"
14785,15961,"Drug Offences","Possession and/or use of cannabis","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.889065,151.18193,"Street",2014,"July","Friday","10:00",2014,"July","M",44.4154688569,55107314,1000,"Day","Weekday"
14866,16088,"Drug Offences","Possession and/or use of cannabis","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.88866,151.18311,"Postcode",2014,"July","Thursday","11:45",2014,"July","M",33.4941820671,53137532,1145,"Day","Weekday"
